review,sentiment,length,paraphrase
"I have NEVER fallen asleep whilst watching a movie before.<br /><br />I did with this one.<br /><br />Avoid at all costs, give your time and money to a worthy cause instead.",negative,173,"Avoid at all costs, give your time and money to a worthy cause instead."
"Please avoid this movie at all costs. This is without a doubt, the worst movie I've ever seen. Most movies have at least one redeeming value. This has none. Totally horrible!",negative,174,This is the worst movie I've ever seen.
I think that movie can`t be a Scott`s film. That is impossible. Do you remember Blade Runner? And Alien? Two greats movies versus a one. I hope didn´t see ever it. good bye!!,negative,174,I don't think it can be a Scott's film.
"I couldn't stop laughing, I caught this again on late night TV. ""I suppose you think you're some kind of hero for bringing my daughter back alive"" ""No"" ""Good""<br /><br />haha.",negative,175,"""I suppose you're some kind of hero for saving my daughter's life"" ""No"" ""Good"""
"Well, this movie actually did have one redeeming quality. It made up the funniest season one episode of MST3K. I wish Rhino had released this one instead of ""The Crawling Hand.""",negative,177,"The movie made up the funniest episode of the first season of ""MST3K""."
"This is the weakest of the series, not much of a plot and a rather odd-looking Wallace. But it's still pretty good, considering. A sign of greater things to come!<br /><br />6/10",negative,178,"This is the weakest part of the series, not much of a plot and a rather odd-looking Wallace."
"At least the jingle by Tim Finn was melodic. Roberts is the his usual inept self. Characters are inconsistent, dull, purposeless. Roberts changes his accent even within one line.",negative,178,Tim Finn's jingle was melodic.
"I can't believe this movie has an average rating of 7.0! It is a fiendishly bad movie, and I saw it when it was fairly new, and I was in the age group that is supposed to like it!",negative,179,"I was in the age group that was supposed to like it, and I can't believe this movie has an average rating of 7.0."
This was an incredibly stupid movie. It was possibly the worst movie I've ever had the displeasure of sitting through. I cannot fathom how it ranks a rating of 5 or 6.............,negative,179,It was the worst movie I've ever seen and I can't believe it has a rating of 5 or 6.
Not good! Rent or buy the original! Watch this only if someone has a gun to your head and then....maybe.<br /><br />It is like claiming an Elvis actor is as good as the real King.,negative,179,"If someone has a gun to your head, then this is not good."
"Cheap, amateurish, unimaginative, exploitative... but don't think it'll have redeeming amusement value. About as unentertaining, uninstructive and just plain dull as a film can be.",negative,180,"Cheap, amateurish, unimaginative, exploitative... but don't think it will have amusement value."
im sure he doesnt need the money for a life saving operation or transplant. in all honesty i think this review qualifies as a better movie than 'bulletproof'. thanks for listening.,negative,180,I'm pretty sure he doesn't need the money for a life saving operation or transplant.
"I could almost wish this movie had not been made. Stan Laurel was dying, and it shows in his face, even more angular and gaunt than usual. A poor script, and inept supporting cast.",negative,180,"I wish the movie hadn't been made, it would have been better."
"Despite its interesting premise, 'Sniper' is quite tedious. With a tighter script and sharper directing it could have been electrifying; instead it plods along with little tension.",negative,180,"Despite its interesting premise, 'Sniper' is quite tedious."
My ten-year old liked it. For me it was hard to get through it. Christopher Lloyd played it way over the top and the suit was tedious and unfunny. Sorry to see Jeff Daniels in this.,negative,181,It was hard for my ten-year old to get through it. Christopher Lloyd played it way over the top and the suit was tedious and unfunny.
"If it wasn't for the terrific music, I would not hesitate to give this cinematic underachievement 2/10. But the music actually makes me like certain passages, and so I give it 5/10.",negative,181,"If it wasn't for the great music, I wouldn't give it a chance."
"Masterpiece. Carrot Top blows the screen away. Never has one movie captured the essence of the human spirit quite like ""Chairman of the Board."" 10/10... don't miss this instant classic.",negative,185,"""Chairman of the Board"" is one of the best movies of all time."
"bad acting , combats are very awful , 3-4 second between each text , bad music , bad effect and always the same plan during the movie. if you want laugh go it 2/10 ( for the fool laugh)",negative,185,"If you want to laugh, go for it, bad acting, combats, bad music, and bad effect are all terrible."
"What a waste of talent. A very poor, semi-coherent, script cripples this film. Rather unimaginative direction, too. Some VERY faint echoes of _Fargo_ here, but it just doesn't come off.",negative,185,The script is poor and the direction is unimaginative.
A dedicated Russian Scientist dreams of going to Mars. He eventually gets there but it takes the whole film before we are able to have a laugh at the Russian style of Revolution in Mars.,negative,186,"A Russian scientist dreams of going to Mars, but it takes the whole film to make him realize his dream."
"Giant crabs cursing in Japanese? What was in that drink? A terrible movie, but laughable. I love the invisible Samurai ghosties running around. Drink much beer before you see this movie.",negative,186,Drink much beer before you see this movie.
This movie stinks. The stench resembles bad cowpies that sat in the sun too long. I can't believe that so many talented actors wasted their time making such a hopelessly awful film. Whew!,negative,187,I can't believe that so many talented actors wasted their time making a terrible film.
This was one of the worst movies I have ever seen! The only advantage seeing this movie is that the next movie can't possibly be worse. It's childish as hell (but Children aren't allowed),negative,187,"The next movie can't possibly be worse than this one, and it's childish as hell."
"This started out slow, then got worse. The best parts of this were all seen in the previews.<br /><br />Bad Apple has the feel of a pilot - if that's the case TNT should save their money.",negative,187,"The best parts of this were seen in the previews, if that's the case."
"I thought this movie was horrible. I was bored and had to use all the self control I have to not scream at the screen. Mod Squad was beyond cheesy, beyond cliche, and utterly predictable.",negative,187,The movie was boring and I had to use my self control to not scream at the screen.
"Oh, man! This thing scared the heck out of me when I first watched it... and I was SIXTEEN!!!<br /><br />That creepy animated Barbie is scary as hell! I want to stop talking about her now.",negative,188,"I was terrified when I first watched it, and I want to stop talking about her now."
Dreadful acting. A thinly veiled attempt to slam those on the left side of the aisle.<br /><br />Women are subjugated and revolve around men. Tom Selleck shows his acting range from A to B.,negative,189,Tom Selleck shows his acting range from A to B.
"Looking for a REAL super bad movie? If you wanna have great fun, don't hesitate and check this one!<br /><br />Ferrigno is incredibly bad but is also the best of this mediocrity.<br /><br />",negative,190,"Ferrigno is a really bad movie, but it is also a great movie."
"...an incomprehensible script (when it shouldn't have been) dependent on a rather flaky voice-over.<br /><br />The animation, however, show real talent.<br /><br />Quite visually impressive.",negative,190,"The animation, however, show real talent."
"You may like Tim Burton's fantasies, but not in a commercial-like show off lasting 8 minutes. It demonstrates good technical points without real creativity or some established narrative pace.",negative,191,"You can like Tim Burton's fantasies, but not in a show that lasts 8 minutes."
"This is absolutely the worst trash I have ever seen. When I saw it in the theater (arghhh!), it took 15 full minutes before I realized that what I was seeing was the feature, not a sick joke!",negative,191,"It took me 15 minutes to realize that what I was seeing was the feature, not a sick joke."
"The screen-play is very bad, but there are some action sequences that i really liked. I think the image is good, better than other romanian movies. I liked also how the actors did their jobs.",negative,191,"The image is better than other romanian movies, but the screen-play is bad."
"Me and a couple of friends went to rent some movies one day, we picked one each and one of us picked Ironheart. Lets just say that from now on, we never let him pick a movie. This movie sucks",negative,191,"One day, I and a few friends went to rent a movie and one of us picked Ironheart."
So so special effects get in the way of recapturing the interesting relationship between Uncle Martin and Tim O'Hara that we remember from the TV series. And what was with the suit? Annoying!,negative,191,Special effects prevent us from seeing the relationship between Uncle Martin and Tim O'Hara that we remember from the TV series.
"Totally forgettable and almost unwatchable. If you enjoy bad acting, thin plots and predictably weak outcomes, pull up a chair. Of passing interest to see Bridget Fonda look-a-like Suzy Amis.",negative,191,"If you enjoy bad acting, thin plots and weak outcomes, pull up a chair."
i really wanted this to be good as i am from Liverpool where it is set but it truly awful. the acting from everyone involved is cringeworthy the script is terrible absolutly terrible. terrible,negative,192,The acting from everyone involved is cringeworthy and the script is terrible.
"all i can say about this film is to read the back of the video case and then put it back on he shelf and pick anything else, i mean anything, a blank video, would be better than watching this.",negative,192,"I can only say that if you read the back of the video case and then put it back on the shelf, a blank video would be better than watching this."
"This must be the first movie I've rented and not seen to the end. Complete garbage! The acting, the plot, set and wardrobe looked like it came from a porno movie with a plot. Not even a B move.",negative,193,"The acting, the plot, set and wardrobe looked like it came from a porno movie with a plot."
This movie was horrible and corny. James Agee is rolling in his grave.This movie was nothing at all like the book and made a mockery of it. No one should see this movie unless they want to gag.,negative,193,The movie made a mockery of the book and was terrible.
this movie is the worst ive seen.. nicole kidman really dissapointed me.. this movie has nothing. i would not watch it again even if it were the last movie on earth. great actors but bad script.,negative,194,The movie is terrible and I wouldn't watch it again.
"This movie is so bad, I knew how it ends right after this little girl killed the first person. Very bad acting very bad plot very bad movie<br /><br />do yourself a favour and DON'T watch it 1/10",negative,195,I knew how bad the movie was when the little girl killed the first person.
"This movie was lame, lame, lame. What a build up! What a let down. All form, no substance. A terrible waste of talent and time. Would not recommend it to my husband's dog, who will watch anything.",negative,196,The movie was a waste of time and talent.
Another bad spanish picture. This is very baaaad. I only save the photography and the music of José Nieto. The rest of the film is the worst I've seen in years. Paz Vega is horrible. Don't see it.,negative,196,The rest of the film is terrible.
"This is by far the worst non-English horror movie I've ever seen. The acting is wooden, the dialogues are simply stupid and the story is totally braindead. It's not even scary. 2 out of 10 from me.",negative,197,This is the worst horror movie I've ever seen.
"Prince of Central Park (2000) is so utterly bad. It was a pure waste of my time and I can't believe I actually watched the whole thing. Please do not watch this movie, if it's the last thing you do!",negative,198,"I can't believe I actually watched the whole thing, but I don't want you to watch this movie."
"Predictable plot. Simple dialogue. Shockingly unemotional performances. But Robert Downey, Jr. is so cute, I gave this ""poor man's afternoon special"" a 3 instead of the 1 or 2 it so richly deserved.",negative,198,"Robert Downey, Jr. is so cute, I gave this ""poor man's afternoon special"" a 3 instead of the 1 or 2 it deserved."
"Horrible, misogynist drivel. My neighbor brought this turkey over, subjected me to it, and didn't have the courtesy to apologize. The plot was laughable, my four year old could write a better movie.",negative,198,"The plot was laughable, my four year old could write a better movie."
"Can you say ""Boring"" with a capital B! It's slower than watching grass grow! It's more boring than watching paint dry! You'll sleep right through it.....we all did.....don't do it...you'll regret it!",negative,199,"""Boring"" is slower than watching grass grow and is more boring than watching paint dry."
"If you thought ""ROSEMARY'S BABY"" was bad, this one isn't much better. Easily one of the worst movies ever made, like it's lame predecessor, it goes nowhere fast. <br /><br />Rating: 1/2* out of *****",negative,199,It's one of the worst movies ever made and it goes nowhere fast.
"I'm still laughing- Not! I'm still asking my myself what the point was. I barely got a chuckle, this movie sucks. It tries to be charming and touching, but it turns out stupid. I do not recommend it.",negative,199,"I'm not laughing, I'm still wondering what the point was."
photography was too jumpy to follow. dark scenes hard to see.<br /><br />Had good story line too bad it got lost somewhere. Too noisy for what was really happening Bottom line is it's a baddddd movie,negative,199,It was too noisy for what was really happening and photography was too jumpy to follow.
"Cool idea... botched writing, botched directing, botched editing, botched acting. Sorta makes me wish I could play God and strike everyone involved in making this film with several bolts of lightning.",negative,200,I wish I could play God and strike everyone involved in making this film with bolts of lightning.
"...about this film was the title song. After 30 minutes, I discontinued watching because it was so lame. Bad story, bad actors, bad movie. If you want to watch a good movie, watch Pulp Fiction instead.",negative,201,I stopped watching the movie after 30 minutes because it was so bad.
"First one was much better, I had enjoyed it a lot. This one has not even produced a smile. The idea was showing how deep down can human kind fall, but in reference to the characters not the film-maker.",negative,201,"I had enjoyed the first one, but this one has not even produced a smile."
This film contain far too much meaningless violence. Too much shooting and blood. The acting seems very unrealistic and is generally poor. The only reason to see this film is if you like very old cars.,negative,201,The acting is poor and the violence is meaningless.
"Zipperface is the kind of experience one waits an entire lifetime to avoid! Mansour Pormand ranks as one of the worst film directors of all time! If, however, you love bad films, see this at all costs!",negative,201,"If you love bad films, you should see this!"
"I'm not in favor of death penalties but in this movie, it couldn't happen fast enough. Just to end the movie. I don't understand why this movie is rated as high as it is. It fooled me into a bad night.",negative,201,I don't understand why this movie is rated as high as it is.
"Why this worthless piece of French cinema has garnered any sort of attention, other than negative, is beyond me.<br /><br />Don't bother renting this one. It shouldn't have even come into this country.",negative,201,"Don't rent this one, it shouldn't have come into this country."
"Well, not yet, at least.<br /><br />It's not listed in the worst 100...<br /><br />So let's all team up, and put it in it's rightful place.<br /><br />This is truly a bad movie. (And I liked Ishtar!) ;)",negative,202,"It's not listed in the worst 100, so let's all team up, and put it in it's rightful place."
"Okay, so the movie went straight to video. If I had paid to see this, I would've been disappointed. But, at 2 am in the morning, alone at night, it's a pretty good fright! (hey, that rhymes!)<br /><br />",negative,203,"I would've been disappointed if I'd paid to see this, but it's a pretty good fright at 2 am in the morning."
"Pointless movie about making a movie. No where near the flesh shown in the original, which was quite enjoyable and even had fun music. Not here.<br /><br />It's always fun seeing the Pathmark guy though.",negative,203,"The pointless movie about making a movie was enjoyable, but not here."
"This piece ain't really worth a comment.. It's simply the worst ""horror"" movie i have ever seen. The actors are bad as bad can be and the whole plot is so silly it nearly made me cry. Shame on you I say!!",negative,204,It's simply the worst horror movie I've ever seen and the actors are terrible.
"Something does not work in this movie. There are absolutely no energies between the actors. In fact, their very acting seems frozen, sometimes amateur. Also, the script is not convincing and not reliable.",negative,204,There is no energy between the actors in this movie.
"The movie is a happy lullaby, was made to make us sleep. And that´s what we do, as we dream about the top beautiful Natasha Henstridge. No screenplay, no deep characters, nothing special. So, let´s sleep.",negative,204,"The movie was made to make us sleep, and that is what we do."
"Apart from Helen Bonham Carter, there is nothing worthy about this movie....And the surprise ending?! The thought of a sequel is even more annoying. Save your money, wait for the video and ignore that too.",negative,205,"There is nothing worth watching except for Helen Bonham Carter, and a sequel is even more annoying."
"To anyone who likes the TV series: forget the movie. The jokes are bad and some topics are much too sensitive to laugh about it.<br /><br />We have seen much better acting by R. Dueringer in ""Hinterholz 8"".",negative,206,The jokes are bad and some topics are too sensitive to laugh at.
"Absolutely horrible movie. Not a bad plot concept, but executed horribly. Cliché storyline; bad script. So schlocky it doesn't even qualify for campy. This is the kind of movie that gives sci-fi a bad name.",negative,206,"It's not a bad plot concept, but it's executed badly."
"John Leguizamo must have been insane if he thinks this was a funny movie. I laughed more times watching Remains of the Day. Pathetic plot, unbearable acting. Horrible music -- Michael Sambello IS a ""Maniac.""",negative,207,John Leguizamo was insane if he thought this was a funny movie.
"One of the worst movies I've ever seen!!! Absolutely awful. Poor acting, poor story, there isn't one redeeming quality about this movie to recommend. Amistad is much better. Avoid this movie like the plague!",negative,207,One of the worst movies I've ever seen.
"I rented this movie to get an easy, entertained view of the history of Texas. I got a headache instead. The depiction of history in this movie is so comical that even mad TV would not have done a better job.",negative,207,The depiction of history in this movie is so comical that even mad TV would not have done a better job.
The script for this movie was probably found in a hair-ball recently coughed up by a really old dog. Mostly an amateur film with lame FX. For you Zeta-Jones fanatics: she has the credibility of one Mr. Binks.,negative,208,The script for this movie was found in a hair-ball recently coughed up by a really old dog.
"I laughed so much when I saw this film I nearly soiled myself !. Awful acting, laughable effects (super imposed explosions), and dodgy slow motion fighting.<br /><br />One of the worst films I've ever seen !.",negative,208,One of the worst films I've ever seen was this one.
This movie was absolutely terrible. I can't believe I paid to see it in the theatre. I wouldn't watch it on free cable t.v. I'm surprised that Joe Magtena even made it. Do not waste your time with this movie.,negative,208,I would not watch this movie on free cable.
"I didn't hate this movie as much as some on my all time black list, but I consider it a total wast of film. Jeremy Irons, Iron Jeremy, Ron Jeremy. Think about it. Scene one is very good, all the rest are crap.",negative,209,"I don't hate this movie as much as I used to, but I think it's a total waste of time."
"Billy Crystal normally brings the crowd to laughter, but in this movie he and all the rest of them cannot bring any smile on my face.... or perhaps just one. They call it comedy, I say it's a waste of my time.",negative,209,"Billy Crystal normally brings the crowd to laughter, but in this movie he and the rest of them can't bring a smile to my face."
It feels like swedish movies are trying to become more american and I just don´t get it. In this movie the performance of some of the actors is horrible and the script is nothing special. Don´t waste your time!,negative,210,The performance of some of the actors in this movie is terrible and the script is not special.
"This movie features Charlie Spradling dancing in a strip club. Beyond that, it features a truly bad script with dull, unrealistic dialogue. That it got as many positive votes suggests some people may be joking.",negative,210,"The movie has a bad script, but it got as many positive votes as a joke."
"Long on action and stunt work, but so short on character delineation and development that it failed to hold our interest. Not always easy to figure out which side a character is on and who's doing what to whom.",negative,210,It was so long on action and stunt work that it didn't hold our interest.
"very badly made film, the action/violence scenes are ridiculous.<br /><br />1 point for the presence of Burton and Mastroianni + 1 point for the real tragic event of the massacre of the innocent italians: 2/10.",negative,210,"1 point for the presence of Burton and Mastroianni, and 1 point for the real tragic event of the massacre of the innocent italians."
This is one of the worst movies I have ever seen! I saw it at the Toronto film festival and totally regret wasting my time. Completely unwatchable with no redeeming qualities whatsoever.<br /><br />Steer clear.,negative,210,It was one of the worst movies I have ever seen.
Wow! i think they made this movie to torture people. there are no words for how much i hated this film. I could have been cleaning my room instead. i love bad melodrama as much as the next person but....come on!,negative,211,I hated this movie so much I didn't want to clean my room.
"The bad out takes from ""Reign of Fire"" strung together, without any real story.<br /><br />Dean Cain tries to be a real actor, and fails again.<br /><br />In the end the dragons quit in disgust.<br /><br />BARF!",negative,211,"The bad out takes from ""Reign of Fire"" were strung together, without any real story."
The hero John Keem is going after some drug dealers who kidnaps girls for some reason. On his journey he uses karate and kung fu moves and I don't believe he got hit a single time during the movie. This is Crap.,negative,211,"I don't think he got hit a single time during the movie, he uses karate and kung fu moves."
"Perhaps the biggest waste of production time, money and the space on the video store shelf. If someone suggests you see this movie, run screaming in the other direction. Unless, of course, you're into self-abuse.",negative,212,"It's the biggest waste of time, money and space on the video store shelf."
"Sorry, gave it a 1, which is the rating I give to movies on which I walk out or fall asleep. In this case I fell asleep 10 minutes from the end, really, really bored and not caring at all about what happened next.",negative,213,I gave it a 1 because I fell asleep 10 minutes from the end and I didn't care about what happened next.
An uptight voyeur who wants to commit suicide encounters a free spirited bad-seed who has 5 weeks to live and then they're off to discover America. Get the idea? There's not an original moment in this whole movie.,negative,213,An uptight voyeur who wants to commit suicide encounters a free spirited bad-seed who has 5 weeks to live and then they're off to discover America.
"Rip off of ""Scream"" or especially ""I know what you did last summer"", there's some entertainment here, and a little scary, but they needed some originality.<br /><br />An entertainment score? 6.5/10 Overall? 5.5/10",negative,213,"There's some entertainment here, and a little scary, but they need some originality."
"I think it's a great movie!! It's fun, maybe a little unrealistic, but fun and dramatic!! I would like to see it again, if they were showing it in TV!! Just 1 question: Are we still talking about the same movie???",negative,213,I think it's a great movie and I would love to see it again on TV.
"This movie is so bad, it can only be compared to the all-time worst ""comedy"": Police Academy 7. No laughs throughout the movie. Do something worthwhile, anything really. Just don't waste your time on this garbage.",negative,213,"This movie is so bad, it can only be compared to the worst comedy of all time: Police Academy 7."
"I've seen several of these body snatcher type movies, but none was nearly as bad as this one.<br /><br />No thrill, no FX, bad acting, bad photography, bad sound, bad everything.<br /><br />Blue Jello eats'em all!",negative,213,"I've seen several of these body snatcher type movies, but none was as bad as this one."
"How can this movie be described? Oh yeah I've got it wretched!!!<br /><br />I'm not big on chop socky, but this is just plain garbage. Anyone who would waste their money to pay to see it, is just too sad for words.",negative,214,"I'm not a big fan of chop socky, but this is just plain garbage."
I´m only joking. This was potentially the worst film I have ever had the misfortune to sit through. How anybody in the 1950´s could have raised a laugh at this innane rubbish is beyond my comprehension. I jest not.,negative,214,"This was possibly the worst film I have ever seen, and how anyone in the 1950 s could have laughed at it is beyond my comprehension."
"I gave this a 2, and it only avoided a 1 because of the occasional unintentional laugh. The film is excruciatingly boring, and incredibly cheap. It's even worse if you know anything at all about the Fantastic Four.",negative,214,"I gave this a 2, and it only avoided a 1 because of the occasional laugh."
"I think that this was one of the most trite films ever made. No redeeming features at all. Even my 12-year-old son said it was laughable. May be a good candidate for the next generation of ""Mystery Science Theatre.""",negative,215,I think it was one of the worst films of all time.
"it really is terrible, from start to finish you'll sit and watch this ridiculous idiot, thinking hes cool when he's really not, rubbish plot line, terrible acting and complete waste of time and money, do NOT bother.",negative,215,"It's terrible, from start to finish, you'll sit and watch this ridiculous idiot, thinking he's cool when he's really not, but he's terrible acting, and complete waste of time and money."
"Pointless, humourless drivel.....meant to be a comedy; but not one laugh in the whole film. Gratuitous violence often with guns. What kind of warped mentality can either make or say this is a good film?! 1 out of 10.",negative,216,"It's a comedy, but not one laugh in the whole film."
"The acting may be okay, the more u watch this movie, the more u wish you weren't, this movie is so horrible, that if I could get a hold of every copy, I would burn them all and not look back, this movie is terrible!!",negative,216,"The acting may be okay, the more you watch this movie, the more you wish you weren't, it's so bad that if I could get a hold of every copy, I would burn them all and not look back."
The movie was disappointing. The book was powerful. The views and the learning of Little Tree were powerfully portrayed in the book. The movie just coasted along and finally dribbled away. Still a nice tale for kids.,negative,216,The book was powerful and the movie was disappointing.
"Just to let everyone know, this is possibly the WORST movie I have ever seen, and I've seen pretty much everything. If you're thinking of renting it, DON'T!!! It's not worth the cardboard container that it came in....",negative,217,"If you're thinking of renting it, don't, it's not worth the cardboard container that it came in."
"The premise of this film is the only thing worthwhile. It is very poorly made but the idea was clever, if not entirely original. It's a shame the other aspects of the film weren't better. The acting is especially bad.",negative,217,"The idea of the film was clever, but the rest of the film wasn't much better."
"A mix of Ninja stuff mixed with a sub-James Bond storyline. The result is incredibly awful and boring, being just the stage for endless gun battles. I can't believe this was released in theaters. Terminate this movie.",negative,217,A mix of Ninja stuff mixed with a sub-James Bond storyline.
"Repugnant Bronson thriller. Unfortunately, it's technically good and I gave it 4/10, but it's so utterly vile that it would be inconceivable to call it ""entertainment"". Far more disturbing than a typical slasher film.",negative,217,"It's technically good, but it's so vile that it wouldn't make sense to call it entertainment."
"This movie was beyond disappointment. Well acted story that means nothing. The plot is ridiculous and even what story there is goes absolutely nowhere. It truly isn't worth a nickel, buffalo or otherwise..pun intended!",negative,218,The plot is ridiculous and even what story there is goes nowhere.
"The relationship between the Lone Ranger and Tonto was always good for a snicker, but to take the joke out of the joke by building a movie around the gay appeal of the legend... oh the horror, the horror...<br /><br />",negative,218,"The relationship between the Lone Ranger and Tonto was always good for a snicker, but to take the joke out of the joke by building a movie around the gay appeal of the legend..."
"This film is so bad. I mean, who commissions this stuff? And the costume designer deserves an award for making everyone look like they had just stepped out of 1983. A bloke puts a female wig on and fights....nuff said.",negative,218,The costume designer deserves an award for making everyone look like they had just stepped out of 1983.
This isn't a bad movie. It's fun to watch for the first time. However it has absolutely no replay value at all. When you try to watch it again it gets so boring you have to turn it off. I give this movie a 6 out of 10.,negative,218,"The movie is enjoyable to watch for the first time, but boring when you watch again."
"Ok,so.....guy gets bitten by a bat and then turns into a bat (well,sorta). I can only assume this made sense to SOMEONE at the time! Aren't bats supposed to fly, use radar, and eat bugs instead of attacking humans tho?",negative,218,"I can only assume that this made sense at the time, since bats are supposed to fly, use radar, and eat bugs instead of attacking humans."
"Honestly, buying this movie was a waste of money. It's one of the most boring movies I have seen in my life. The only part I liked is the ending, but it's so slow that not even the fantastic ending can save this movie.",negative,218,It's one of the most boring movies I've seen in a long time.
Most definitely the worst Columbo ever dreamt up. No murder and the abandonment of the tried and tested formula makes this a real drag. Falk looks bored throughout and so will you be if you waste anytime watching this.,negative,218,This is the worst Columbo ever dreamed up and it's boring to watch.
This movie is one of the poorest adaptations of a fabulous book that I've seen. Jean George's novel is a fantastic book that I think is an outstanding read for any child. I can't give the same endorsement to this movie.,negative,219,"I think Jean George's novel is an outstanding read for any child, but this movie is not up to par."
I checked this movie out based on a favorable review on this page. It is slow moving and the payoff is a four star dud..The only mystery here is how Oscar® winner F. Murray Abraham got involved with such a lousy script!,negative,219,The movie is a four star dud and the only mystery is how Oscar® winner F. Murray Abraham got involved with such a lousy script.
"If you like bad movies (and you must to watch this one) here's a good one. Not quite as funny as the first, but much lower quality. A must-see for fans of Jack Frost as well as anyone up for a good laugh at the writing.",negative,219,"It's not as funny as the first, but it's still a good movie."
"If you like bad movies (and you must to watch this one) here's a good one. Not quite as funny as the first, but much lower quality. A must-see for fans of Jack Frost as well as anyone up for a good laugh at the writing.",negative,219,"It's not as funny as the first, but it's still a good movie."
"Boring, badly written Italian exploitation flick.Lots of nudity, gore and awful acting.The werewolf makeup was the only thing that would raise a laugh.Complete rubbish-even for fans of cheesy Italian horror.Please avoid.",negative,220,"The only thing that would raise a laugh was the werewolf makeup, a boring, badly written Italian exploitation flick."
"This is very much overrated. I guess it carries some nostalgic value for many people. It has its moments, but every scene is heavily overacted and the plot is quite shallow. With this cast it could have been much better.",negative,220,"It has its moments, but every scene is overacted and the plot is shallow."
"The basic idea for this movie was good, but there was no real character development and the pacing was slow. Maybe because I saw it in a sloppily edited, pan&scanned video version ? (It went straight to video in France.)",negative,220,"The basic idea for this movie was good, but there was no real character development and the pacing was slow."
"Spanish horrors are not bad at all, some are smart with interesting stories, but is not the case of ""Second Name"". It is badly directed, badly acted and boring...boring...boring, a missed chance for an interesting story.",negative,220,"""Second Name"" is not a bad Spanish horror, but it is not an interesting one."
"I was really excited when I read ""The Canterville Ghost"" would be shown on TV. However, I was deeply disappointed. I loved the original story written by Oscar Wilde and sadly nothing of that was transferred by the movie.",negative,220,I was really looking forward to seeing the movie but I was disappointed.
"No offense to anyone who saw this and liked it, but I hated it! It dragged on and on and there was not a very good plot, also, too simple and the acting was so so...<br /><br />I would give this snorefest a 2 at the most",negative,220,"No offense to anyone who saw it, but I didn't like it at all."
publicity got me to the theatre<br /><br />advice will take you away from this waist of time.<br /><br />very bad everything.<br /><br />do you really want to see a monkey talking with a technological device?<br /><br />X,negative,221,"Advice will take you away from this waist of time, it was publicity that got me to the theatre."
"This is by far one of the worst movies i have ever seen, the poor special effects along with the poor acting are just a few of the things wrong with this film. I am fan of the first two major leagues but this one is lame!",negative,221,"This is one of the worst movies I have ever seen, the special effects are bad, the acting is bad, and I am a fan of the first two major leaguers."
"Lame, ridiculous and absurd. My 6 year old son talked us into watching this rubbish. Tripe stereotypes and themes not appropriate for children. The antithesis of the commercialism of Christmas is not socialism it's Jesus.",negative,221,The themes and stereotypes of Christmas are not appropriate for children.
"I would love to have that two hours of my life back. It seemed to be several clips from Steve's Animal Planet series that was spliced into a loosely constructed script. Don't Go, If you must see it, wait for the video ...",negative,221,I would love to have that two hours of my life back.
"Being S Club Seven, the film already boosts an ecstatic atmosphere! But seriously, Oprah has a point when claiming: ""Don't go there, girl!"" Spice World suddenly doesn't seem to be all that bad... I take my money elsewhere!",negative,222,"Oprah has a point when she says ""Don't go there, girl!"" Spice World suddenly doesn't seem to be all that bad."
<br /><br />I watched this movie just a little while ago and I found that this movie was terrible! It moved very slowly and was hardly entertaining!<br /><br />Sorry for all those that liked it.... this is only my opinion!,negative,222,I watched this movie a little while ago and it was terrible.
"Everyone involved with this project should be ashamed as to the result of their efforts. Oh. I laughed a coupe of times , but I laughed a couple of times during Schindler's list also. They really screwed up a good premise.",negative,222,They messed up a good premise and everyone involved should be ashamed.
"It was just a terrible movie. No one should waste their time. Go see something else. This movie is, without a doubt, one of the worst movies I have ever seen in my life. If you want to see a good movie, don't see Made Men.",negative,222,"If you want to see a good movie, don't watch Made Men."
"This movie makes you wish imdb would let you vote a zero. One of the two movies I've ever walked out of. It's very hard to think of a worse movie with such big name actors. Well...Armageddon almost takes it, but not quite.",negative,222,It's very hard to think of a worse movie with such big name actors.
This is just a very bad film. Miles looks as if she is in pain during the sex scenes and the acting is wooden. It also drags on slowly and never really finds a point to it all. One of the worst films that I have ever seen!,negative,222,This is one of the worst films I have ever seen.
"A very carelessly written film. Poor character and idea development. The silly plot and weak acting by just about the ensemble cast didn't help. Seriously, watching this movie will NOT make you smile. It may make you retch.",negative,223,The silly plot and weak acting by just about the ensemble cast didn't help the film.
"Really, it's nothing much. I only recommend watching it if; 1.) You're a big fan of any of the main stars. 2.) If you really want to check out the first time Lucille Ball was seen with red hair.<br /><br />4 out of 10 stars",negative,223,I only recommend watching it if you're a big fan of any of the main stars.
"An unbelievable plot, laughable characters, and obvious errors (in one scene where several grass huts are supposed to be burning, a gas torch can be seen repeatedly trying to ignite one of the huts), this film is a real dog.",negative,224,"In one scene where several grass huts are supposed to be burning, a gas torch can be seen repeatedly trying to ignite one of the huts, this film is a real dog."
"My kids picked this out at the video store...it's great to hear Liza as Dorothy cause she sounds just like her mom. But there are too many bad songs, and the animation is pretty crude compared to other cartoons of that time.",negative,224,"There are too many bad songs, and the animation is crude compared to other cartoons of that time."
"A dreary, hopelessly predictable film set in a most unpleasant setting (lower Coachella Valley). Acting is as amateurish as any I've seen. Looks like a screenwriting 101 script. However, it does function as a great sedative.",negative,224,The acting is amateurish and the script looks like a screenwriting 101 script.
